OutputID,OutputName,OutputType,ComponentCategory,Size,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,Column 28,Column 29,Column 30,Column 31
energy-capacitor-ttn-t2,Energy Capacitor TTN T2,SHIP_COMPONENTS,ENERGY,TTN,2,1200,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Energy Capacitor TTN T1,1,Titan Energy Matrix,1,Singularity Power Core,1,Battleship Energy Core,1,,,,,,,,,,,,,,
energy-capacitor-ttn-t3,Energy Capacitor TTN T3,SHIP_COMPONENTS,ENERGY,TTN,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Energy Capacitor TTN T2,1,Titan Energy Matrix,1,Singularity Power Core,1,Battleship Energy Core,1,,,,,,,,,,,,,,
energy-capacitor-ttn-t4,Energy Capacitor TTN T4,SHIP_COMPONENTS,ENERGY,TTN,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Energy Capacitor TTN T3,1,Titan Energy Matrix,1,Singularity Power Core,1,Battleship Energy Core,1,,,,,,,,,,,,,,
energy-capacitor-ttn-t5,Energy Capacitor TTN T5,SHIP_COMPONENTS,ENERGY,TTN,5,3000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Energy Capacitor TTN T4,1,Titan Energy Matrix,1,Singularity Power Core,1,Battleship Energy Core,1,,,,,,,,,,,,,,
decoy-xxxs-t1,Decoy XXXS T1,COUNTERMEASURES,DEFENSIVE,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Basic Hologram Core,1,,,,,,,,,,,,,,,,,,,,
decoy-xxxs-t2,Decoy XXXS T2,COUNTERMEASURES,DEFENSIVE,XXXS,2,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Decoy XXXS T1,1,Basic Hologram Core,1,,,,,,,,,,,,,,,,,,
decoy-xxxs-t3,Decoy XXXS T3,COUNTERMEASURES,DEFENSIVE,XXXS,3,180,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Decoy XXXS T2,1,Basic Hologram Core,1,,,,,,,,,,,,,,,,,,
decoy-xxxs-t4,Decoy XXXS T4,COUNTERMEASURES,DEFENSIVE,XXXS,4,240,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,2,Decoy XXXS T3,1,Basic Hologram Core,1,,,,,,,,,,,,,,,,,,
decoy-xxxs-t5,Decoy XXXS T5,COUNTERMEASURES,DEFENSIVE,XXXS,5,300,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,2,Decoy XXXS T4,1,Basic Hologram Core,1,,,,,,,,,,,,,,,,,,
decoy-xxs-t1,Decoy XXS T1,COUNTERMEASURES,DEFENSIVE,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Basic Hologram Core,1,,,,,,,,,,,,,,,,,,,,
decoy-xxs-t2,Decoy XXS T2,COUNTERMEASURES,DEFENSIVE,XXS,2,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Decoy XXS T1,1,Basic Hologram Core,1,,,,,,,,,,,,,,,,,,
decoy-xxs-t3,Decoy XXS T3,COUNTERMEASURES,DEFENSIVE,XXS,3,360,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Decoy XXS T2,1,Basic Hologram Core,1,,,,,,,,,,,,,,,,,,
decoy-xxs-t4,Decoy XXS T4,COUNTERMEASURES,DEFENSIVE,XXS,4,480,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,2,Decoy XXS T3,1,Basic Hologram Core,1,,,,,,,,,,,,,,,,,,
decoy-xxs-t5,Decoy XXS T5,COUNTERMEASURES,DEFENSIVE,XXS,5,600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,2,Decoy XXS T4,1,Basic Hologram Core,1,,,,,,,,,,,,,,,,,,
decoy-xs-t1,Decoy XS T1,COUNTERMEASURES,DEFENSIVE,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Advanced Hologram Matrix,1,Signature Scrambler,1,,,,,,,,,,,,,,,,,,
decoy-xs-t2,Decoy XS T2,COUNTERMEASURES,DEFENSIVE,XS,2,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Decoy XS T1,1,Advanced Hologram Matrix,1,Signature Scrambler,1,,,,,,,,,,,,,,,,
decoy-xs-t3,Decoy XS T3,COUNTERMEASURES,DEFENSIVE,XS,3,540,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Decoy XS T2,1,Advanced Hologram Matrix,1,Signature Scrambler,1,,,,,,,,,,,,,,,,
decoy-xs-t4,Decoy XS T4,COUNTERMEASURES,DEFENSIVE,XS,4,720,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,3,Decoy XS T3,1,Advanced Hologram Matrix,1,Signature Scrambler,1,,,,,,,,,,,,,,,,
decoy-xs-t5,Decoy XS T5,COUNTERMEASURES,DEFENSIVE,XS,5,900,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,3,Decoy XS T4,1,Advanced Hologram Matrix,1,Signature Scrambler,1,,,,,,,,,,,,,,,,
decoy-s-t1,Decoy S T1,COUNTERMEASURES,DEFENSIVE,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Advanced Hologram Matrix,1,Signature Scrambler,1,,,,,,,,,,,,,,,,,,
decoy-s-t2,Decoy S T2,COUNTERMEASURES,DEFENSIVE,S,2,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Decoy S T1,1,Advanced Hologram Matrix,1,Signature Scrambler,1,,,,,,,,,,,,,,,,
decoy-s-t3,Decoy S T3,COUNTERMEASURES,DEFENSIVE,S,3,720,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Decoy S T2,1,Advanced Hologram Matrix,1,Signature Scrambler,1,,,,,,,,,,,,,,,,
decoy-s-t4,Decoy S T4,COUNTERMEASURES,DEFENSIVE,S,4,960,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,3,Decoy S T3,1,Advanced Hologram Matrix,1,Signature Scrambler,1,,,,,,,,,,,,,,,,
decoy-s-t5,Decoy S T5,COUNTERMEASURES,DEFENSIVE,S,5,1200,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,3,Decoy S T4,1,Advanced Hologram Matrix,1,Signature Scrambler,1,,,,,,,,,,,,,,,,
decoy-m-t1,Decoy M T1,COUNTERMEASURES,DEFENSIVE,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Tactical Deception Unit,1,Defense Integration Hub,1,,,,,,,,,,,,,,,,,,
decoy-m-t2,Decoy M T2,COUNTERMEASURES,DEFENSIVE,M,2,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Decoy M T1,1,Tactical Deception Unit,1,Defense Integration Hub,1,,,,,,,,,,,,,,,,
decoy-m-t3,Decoy M T3,COUNTERMEASURES,DEFENSIVE,M,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Decoy M T2,1,Tactical Deception Unit,1,Defense Integration Hub,1,,,,,,,,,,,,,,,,
decoy-m-t4,Decoy M T4,COUNTERMEASURES,DEFENSIVE,M,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,3,Decoy M T3,1,Tactical Deception Unit,1,Defense Integration Hub,1,,,,,,,,,,,,,,,,
decoy-m-t5,Decoy M T5,COUNTERMEASURES,DEFENSIVE,M,5,1500,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,3,Decoy M T4,1,Tactical Deception Unit,1,Defense Integration Hub,1,,,,,,,,,,,,,,,,
decoy-l-t1,Decoy L T1,COUNTERMEASURES,DEFENSIVE,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Quantum Decoy Core,1,Defense Integration Hub,1,,,,,,,,,,,,,,,,,,
decoy-l-t2,Decoy L T2,COUNTERMEASURES,DEFENSIVE,L,2,720,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Decoy L T1,1,Quantum Decoy Core,1,Defense Integration Hub,1,,,,,,,,,,,,,,,,
decoy-l-t3,Decoy L T3,COUNTERMEASURES,DEFENSIVE,L,3,1080,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Decoy L T2,1,Quantum Decoy Core,1,Defense Integration Hub,1,,,,,,,,,,,,,,,,
decoy-l-t4,Decoy L T4,COUNTERMEASURES,DEFENSIVE,L,4,1440,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,3,Decoy L T3,1,Quantum Decoy Core,1,Defense Integration Hub,1,,,,,,,,,,,,,,,,
decoy-l-t5,Decoy L T5,COUNTERMEASURES,DEFENSIVE,L,5,1800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,3,Decoy L T4,1,Quantum Decoy Core,1,Defense Integration Hub,1,,,,,,,,,,,,,,,,
decoy-cap-t1,Decoy CAP T1,COUNTERMEASURES,DEFENSIVE,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum Decoy Core,1,Ship Defense Network,1,Tactical Deception Unit,1,,,,,,,,,,,,,,,,
decoy-cap-t2,Decoy CAP T2,COUNTERMEASURES,DEFENSIVE,CAP,2,840,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Decoy CAP T1,1,Quantum Decoy Core,1,Ship Defense Network,1,Tactical Deception Unit,1,,,,,,,,,,,,,,
decoy-cap-t3,Decoy CAP T3,COUNTERMEASURES,DEFENSIVE,CAP,3,1260,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Decoy CAP T2,1,Quantum Decoy Core,1,Ship Defense Network,1,Tactical Deception Unit,1,,,,,,,,,,,,,,
decoy-cap-t4,Decoy CAP T4,COUNTERMEASURES,DEFENSIVE,CAP,4,1680,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Decoy CAP T3,1,Quantum Decoy Core,1,Ship Defense Network,1,Tactical Deception Unit,1,,,,,,,,,,,,,,
decoy-cap-t5,Decoy CAP T5,COUNTERMEASURES,DEFENSIVE,CAP,5,2100,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Decoy CAP T4,1,Quantum Decoy Core,1,Ship Defense Network,1,Tactical Deception Unit,1,,,,,,,,,,,,,,
decoy-cmd-t1,Decoy CMD T1,COUNTERMEASURES,DEFENSIVE,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital Defense Matrix,1,Ship Defense Network,1,Quantum Decoy Core,1,,,,,,,,,,,,,,,,
decoy-cmd-t2,Decoy CMD T2,COUNTERMEASURES,DEFENSIVE,CMD,2,960,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Decoy CMD T1,1,Capital Defense Matrix,1,Ship Defense Network,1,Quantum Decoy Core,1,,,,,,,,,,,,,,
decoy-cmd-t3,Decoy CMD T3,COUNTERMEASURES,DEFENSIVE,CMD,3,1440,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Decoy CMD T2,1,Capital Defense Matrix,1,Ship Defense Network,1,Quantum Decoy Core,1,,,,,,,,,,,,,,
decoy-cmd-t4,Decoy CMD T4,COUNTERMEASURES,DEFENSIVE,CMD,4,1920,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Decoy CMD T3,1,Capital Defense Matrix,1,Ship Defense Network,1,Quantum Decoy Core,1,,,,,,,,,,,,,,
decoy-cmd-t5,Decoy CMD T5,COUNTERMEASURES,DEFENSIVE,CMD,5,2400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Decoy CMD T4,1,Capital Defense Matrix,1,Ship Defense Network,1,Quantum Decoy Core,1,,,,,,,,,,,,,,
decoy-class8-t1,Decoy CLASS8 T1,COUNTERMEASURES,DEFENSIVE,CLASS8,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Capital Defense Matrix,1,Singularity Masking Array,1,Ship Defense Network,1,Quantum Decoy Core,1,,,,,,,,,,,,,,
decoy-class8-t2,Decoy CLASS8 T2,COUNTERMEASURES,DEFENSIVE,CLASS8,2,1080,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Decoy CLASS8 T1,1,Capital Defense Matrix,1,Singularity Masking Array,1,Ship Defense Network,1,Quantum Decoy Core,1,,,,,,,,,,,,
decoy-class8-t3,Decoy CLASS8 T3,COUNTERMEASURES,DEFENSIVE,CLASS8,3,1620,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Decoy CLASS8 T2,1,Capital Defense Matrix,1,Singularity Masking Array,1,Ship Defense Network,1,Quantum Decoy Core,1,,,,,,,,,,,,
decoy-class8-t4,Decoy CLASS8 T4,COUNTERMEASURES,DEFENSIVE,CLASS8,4,2160,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Decoy CLASS8 T3,1,Capital Defense Matrix,1,Singularity Masking Array,1,Ship Defense Network,1,Quantum Decoy Core,1,,,,,,,,,,,,
decoy-class8-t5,Decoy CLASS8 T5,COUNTERMEASURES,DEFENSIVE,CLASS8,5,2700,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,5,Decoy CLASS8 T4,1,Capital Defense Matrix,1,Singularity Masking Array,1,Ship Defense Network,1,Quantum Decoy Core,1,,,,,,,,,,,,
decoy-ttn-t1,Decoy TTN T1,COUNTERMEASURES,DEFENSIVE,TTN,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship Defense Core,1,Singularity Masking Array,1,Ship Defense Network,1,Quantum Decoy Core,1,,,,,,,,,,,,,,
decoy-ttn-t2,Decoy TTN T2,COUNTERMEASURES,DEFENSIVE,TTN,2,1200,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Decoy TTN T1,1,Battleship Defense Core,1,Singularity Masking Array,1,Ship Defense Network,1,Quantum Decoy Core,1,,,,,,,,,,,,
decoy-ttn-t3,Decoy TTN T3,COUNTERMEASURES,DEFENSIVE,TTN,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Decoy TTN T2,1,Battleship Defense Core,1,Singularity Masking Array,1,Ship Defense Network,1,Quantum Decoy Core,1,,,,,,,,,,,,
decoy-ttn-t4,Decoy TTN T4,COUNTERMEASURES,DEFENSIVE,TTN,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Decoy TTN T3,1,Battleship Defense Core,1,Singularity Masking Array,1,Ship Defense Network,1,Quantum Decoy Core,1,,,,,,,,,,,,
decoy-ttn-t5,Decoy TTN T5,COUNTERMEASURES,DEFENSIVE,TTN,5,3000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,5,Decoy TTN T4,1,Battleship Defense Core,1,Singularity Masking Array,1,Ship Defense Network,1,Quantum Decoy Core,1,,,,,,,,,,,,
photon-missile-xxxs-t1,Photon Missile XXXS T1,MISSILES,ENERGY,XXXS,1,60,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
photon-missile-xxxs-t2,Photon Missile XXXS T2,MISSILES,ENERGY,XXXS,2,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile XXXS T1,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,
photon-missile-xxxs-t3,Photon Missile XXXS T3,MISSILES,ENERGY,XXXS,3,180,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile XXXS T2,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,
photon-missile-xxxs-t4,Photon Missile XXXS T4,MISSILES,ENERGY,XXXS,4,240,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile XXXS T3,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,
photon-missile-xxxs-t5,Photon Missile XXXS T5,MISSILES,ENERGY,XXXS,5,300,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Photon Missile XXXS T4,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,
photon-missile-xxs-t1,Photon Missile XXS T1,MISSILES,ENERGY,XXS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
photon-missile-xxs-t2,Photon Missile XXS T2,MISSILES,ENERGY,XXS,2,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile XXS T1,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,
photon-missile-xxs-t3,Photon Missile XXS T3,MISSILES,ENERGY,XXS,3,360,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile XXS T2,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,
photon-missile-xxs-t4,Photon Missile XXS T4,MISSILES,ENERGY,XXS,4,480,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile XXS T3,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,
photon-missile-xxs-t5,Photon Missile XXS T5,MISSILES,ENERGY,XXS,5,600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Photon Missile XXS T4,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,,,
photon-missile-xs-t1,Photon Missile XS T1,MISSILES,ENERGY,XS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Photon Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
photon-missile-xs-t2,Photon Missile XS T2,MISSILES,ENERGY,XS,2,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile XS T1,1,Enhanced Photon Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,
photon-missile-xs-t3,Photon Missile XS T3,MISSILES,ENERGY,XS,3,540,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile XS T2,1,Enhanced Photon Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,
photon-missile-xs-t4,Photon Missile XS T4,MISSILES,ENERGY,XS,4,720,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile XS T3,1,Enhanced Photon Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,
photon-missile-xs-t5,Photon Missile XS T5,MISSILES,ENERGY,XS,5,900,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Photon Missile XS T4,1,Enhanced Photon Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,
photon-missile-s-t1,Photon Missile S T1,MISSILES,ENERGY,S,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Enhanced Photon Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,,,
photon-missile-s-t2,Photon Missile S T2,MISSILES,ENERGY,S,2,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile S T1,1,Enhanced Photon Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,
photon-missile-s-t3,Photon Missile S T3,MISSILES,ENERGY,S,3,720,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile S T2,1,Enhanced Photon Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,
photon-missile-s-t4,Photon Missile S T4,MISSILES,ENERGY,S,4,960,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile S T3,1,Enhanced Photon Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,
photon-missile-s-t5,Photon Missile S T5,MISSILES,ENERGY,S,5,1200,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Photon Missile S T4,1,Enhanced Photon Core,1,Advanced Guidance,1,Propulsion Unit,1,,,,,,,,,,,,,,
photon-missile-m-t1,Photon Missile M T1,MISSILES,ENERGY,M,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Military Photon Array,1,Enhanced Photon Core,1,Advanced Guidance,1,,,,,,,,,,,,,,,,
photon-missile-m-t2,Photon Missile M T2,MISSILES,ENERGY,M,2,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile M T1,1,Military Photon Array,1,Enhanced Photon Core,1,Advanced Guidance,1,,,,,,,,,,,,,,
photon-missile-m-t3,Photon Missile M T3,MISSILES,ENERGY,M,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile M T2,1,Military Photon Array,1,Enhanced Photon Core,1,Advanced Guidance,1,,,,,,,,,,,,,,
photon-missile-m-t4,Photon Missile M T4,MISSILES,ENERGY,M,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile M T3,1,Military Photon Array,1,Enhanced Photon Core,1,Advanced Guidance,1,,,,,,,,,,,,,,
photon-missile-m-t5,Photon Missile M T5,MISSILES,ENERGY,M,5,1500,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Photon Missile M T4,1,Military Photon Array,1,Enhanced Photon Core,1,Advanced Guidance,1,,,,,,,,,,,,,,
photon-missile-l-t1,Photon Missile L T1,MISSILES,ENERGY,L,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Quantum Photon System,1,Military Photon Array,1,Enhanced Photon Core,1,,,,,,,,,,,,,,,,
photon-missile-l-t2,Photon Missile L T2,MISSILES,ENERGY,L,2,720,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile L T1,1,Quantum Photon System,1,Military Photon Array,1,Enhanced Photon Core,1,,,,,,,,,,,,,,
photon-missile-l-t3,Photon Missile L T3,MISSILES,ENERGY,L,3,1080,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile L T2,1,Quantum Photon System,1,Military Photon Array,1,Enhanced Photon Core,1,,,,,,,,,,,,,,
photon-missile-l-t4,Photon Missile L T4,MISSILES,ENERGY,L,4,1440,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile L T3,1,Quantum Photon System,1,Military Photon Array,1,Enhanced Photon Core,1,,,,,,,,,,,,,,
photon-missile-l-t5,Photon Missile L T5,MISSILES,ENERGY,L,5,1800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Photon Missile L T4,1,Quantum Photon System,1,Military Photon Array,1,Enhanced Photon Core,1,,,,,,,,,,,,,,
photon-missile-cap-t1,Photon Missile CAP T1,MISSILES,ENERGY,CAP,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Capital Photon Grid,1,Quantum Photon System,1,Military Photon Array,1,,,,,,,,,,,,,,,,
photon-missile-cap-t2,Photon Missile CAP T2,MISSILES,ENERGY,CAP,2,840,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile CAP T1,1,Capital Photon Grid,1,Quantum Photon System,1,Military Photon Array,1,,,,,,,,,,,,,,
photon-missile-cap-t3,Photon Missile CAP T3,MISSILES,ENERGY,CAP,3,1260,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile CAP T2,1,Capital Photon Grid,1,Quantum Photon System,1,Military Photon Array,1,,,,,,,,,,,,,,
photon-missile-cap-t4,Photon Missile CAP T4,MISSILES,ENERGY,CAP,4,1680,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Photon Missile CAP T3,1,Capital Photon Grid,1,Quantum Photon System,1,Military Photon Array,1,,,,,,,,,,,,,,
photon-missile-cap-t5,Photon Missile CAP T5,MISSILES,ENERGY,CAP,5,2100,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Photon Missile CAP T4,1,Capital Photon Grid,1,Quantum Photon System,1,Military Photon Array,1,,,,,,,,,,,,,,
photon-missile-cmd-t1,Photon Missile CMD T1,MISSILES,ENERGY,CMD,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Battleship Photon Core,1,Capital Photon Grid,1,Quantum Photon System,1,Military Photon Array,1,,,,,,,,,,,,,,
photon-missile-cmd-t2,Photon Missile CMD T2,MISSILES,ENERGY,CMD,2,960,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Photon Missile CMD T1,1,Battleship Photon Core,1,Capital Photon Grid,1,Quantum Photon System,1,Military Photon Array,1,,,,,,,,,,,,
photon-missile-cmd-t3,Photon Missile CMD T3,MISSILES,ENERGY,CMD,3,1440,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Photon Missile CMD T2,1,Battleship Photon Core,1,Capital Photon Grid,1,Quantum Photon System,1,Military Photon Array,1,,,,,,,,,,,,
photon-missile-cmd-t4,Photon Missile CMD T4,MISSILES,ENERGY,CMD,4,1920,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Photon Missile CMD T3,1,Battleship Photon Core,1,Capital Photon Grid,1,Quantum Photon System,1,Military Photon Array,1,,,,,,,,,,,,
