"OutputID","OutputName","OutputType","OutputTier","ConstructionTime","PlanetTypes","Factions","ResourceType","FunctionalPurpose","UsageCategory","Ingredients","CompletionStatus"
"1798","Superchill Scatterfire XXS T3","SHIP_WEAPONS","3","600","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire XXS T2:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1799","Superchill Scatterfire XXS T4","SHIP_WEAPONS","4","1200","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire XXS T3:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1800","Superchill Scatterfire XXS T5","SHIP_WEAPONS","5","2400","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire XXS T4:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1801","Superchill Scatterfire XS T1","SHIP_WEAPONS","1","180","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1802","Superchill Scatterfire XS T2","SHIP_WEAPONS","2","360","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire XS T1:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1803","Superchill Scatterfire XS T3","SHIP_WEAPONS","3","900","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire XS T2:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1804","Superchill Scatterfire XS T4","SHIP_WEAPONS","4","1800","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire XS T3:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1805","Superchill Scatterfire XS T5","SHIP_WEAPONS","5","3600","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire XS T4:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1806","Superchill Scatterfire S T1","SHIP_WEAPONS","1","240","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1807","Superchill Scatterfire S T2","SHIP_WEAPONS","2","480","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire S T1:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1808","Superchill Scatterfire S T3","SHIP_WEAPONS","3","1200","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire S T2:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1809","Superchill Scatterfire S T4","SHIP_WEAPONS","4","2400","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire S T3:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1810","Superchill Scatterfire S T5","SHIP_WEAPONS","5","4800","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire S T4:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1811","Superchill Scatterfire M T1","SHIP_WEAPONS","1","300","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1812","Superchill Scatterfire M T2","SHIP_WEAPONS","2","600","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire M T1:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1813","Superchill Scatterfire M T3","SHIP_WEAPONS","3","1500","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire M T2:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1814","Superchill Scatterfire M T4","SHIP_WEAPONS","4","3000","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire M T3:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1815","Superchill Scatterfire M T5","SHIP_WEAPONS","5","6000","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire M T4:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1816","Superchill Scatterfire L T1","SHIP_WEAPONS","1","360","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1","complete"
"1817","Superchill Scatterfire L T2","SHIP_WEAPONS","2","720","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire L T1:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1","complete"
"1818","Superchill Scatterfire L T3","SHIP_WEAPONS","3","1800","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire L T2:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1","complete"
"1819","Superchill Scatterfire L T4","SHIP_WEAPONS","4","3600","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire L T3:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1","complete"
"1820","Superchill Scatterfire L T5","SHIP_WEAPONS","5","7200","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire L T4:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1","complete"
"1821","Superchill Scatterfire CAP T1","SHIP_WEAPONS","1","420","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1822","Superchill Scatterfire CAP T2","SHIP_WEAPONS","2","840","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire CAP T1:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1823","Superchill Scatterfire CAP T3","SHIP_WEAPONS","3","2100","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire CAP T2:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1824","Superchill Scatterfire CAP T4","SHIP_WEAPONS","4","4200","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire CAP T3:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1825","Superchill Scatterfire CAP T5","SHIP_WEAPONS","5","8400","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire CAP T4:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1826","Superchill Scatterfire CMD T1","SHIP_WEAPONS","1","480","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
"1827","Superchill Scatterfire CMD T2","SHIP_WEAPONS","2","960","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire CMD T1:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
"1828","Superchill Scatterfire CMD T3","SHIP_WEAPONS","3","2400","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire CMD T2:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
"1829","Superchill Scatterfire CMD T4","SHIP_WEAPONS","4","4800","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire CMD T3:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
"1830","Superchill Scatterfire CMD T5","SHIP_WEAPONS","5","9600","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire CMD T4:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
"1831","Superchill Scatterfire CLASS8 T1","SHIP_WEAPONS","1","540","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1","complete"
"1832","Superchill Scatterfire CLASS8 T2","SHIP_WEAPONS","2","1080","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire CLASS8 T1:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1","complete"
"1833","Superchill Scatterfire CLASS8 T3","SHIP_WEAPONS","3","2700","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire CLASS8 T2:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1","complete"
"1834","Superchill Scatterfire CLASS8 T4","SHIP_WEAPONS","4","5400","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire CLASS8 T3:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1","complete"
"1835","Superchill Scatterfire CLASS8 T5","SHIP_WEAPONS","5","10800","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire CLASS8 T4:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1","complete"
"1836","Superchill Scatterfire TTN T1","SHIP_WEAPONS","1","600","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1;Titan Weapon Core:1","complete"
"1837","Superchill Scatterfire TTN T2","SHIP_WEAPONS","2","1200","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire TTN T1:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1;Titan Weapon Core:1","complete"
"1838","Superchill Scatterfire TTN T3","SHIP_WEAPONS","3","3000","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire TTN T2:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1;Titan Weapon Core:1","complete"
"1839","Superchill Scatterfire TTN T4","SHIP_WEAPONS","4","6000","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire TTN T3:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1;Titan Weapon Core:1","complete"
"1840","Superchill Scatterfire TTN T5","SHIP_WEAPONS","5","12000","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Scatterfire TTN T4:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1;Fortress Weapon Platform:1;Titan Weapon Core:1","complete"
"1841","Superchill Burst XXXS T1","SHIP_WEAPONS","1","60","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1842","Superchill Burst XXXS T2","SHIP_WEAPONS","2","120","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst XXXS T1:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1843","Superchill Burst XXXS T3","SHIP_WEAPONS","3","300","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst XXXS T2:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1844","Superchill Burst XXXS T4","SHIP_WEAPONS","4","600","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst XXXS T3:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1845","Superchill Burst XXXS T5","SHIP_WEAPONS","5","1200","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst XXXS T4:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1846","Superchill Burst XXS T1","SHIP_WEAPONS","1","120","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1847","Superchill Burst XXS T2","SHIP_WEAPONS","2","240","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst XXS T1:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1848","Superchill Burst XXS T3","SHIP_WEAPONS","3","600","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst XXS T2:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1849","Superchill Burst XXS T4","SHIP_WEAPONS","4","1200","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst XXS T3:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1850","Superchill Burst XXS T5","SHIP_WEAPONS","5","2400","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst XXS T4:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1851","Superchill Burst XS T1","SHIP_WEAPONS","1","180","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1852","Superchill Burst XS T2","SHIP_WEAPONS","2","360","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst XS T1:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1853","Superchill Burst XS T3","SHIP_WEAPONS","3","900","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst XS T2:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1854","Superchill Burst XS T4","SHIP_WEAPONS","4","1800","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst XS T3:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1855","Superchill Burst XS T5","SHIP_WEAPONS","5","3600","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst XS T4:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1856","Superchill Burst S T1","SHIP_WEAPONS","1","240","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1857","Superchill Burst S T2","SHIP_WEAPONS","2","480","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst S T1:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1858","Superchill Burst S T3","SHIP_WEAPONS","3","1200","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst S T2:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1859","Superchill Burst S T4","SHIP_WEAPONS","4","2400","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst S T3:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1860","Superchill Burst S T5","SHIP_WEAPONS","5","4800","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst S T4:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1861","Superchill Burst M T1","SHIP_WEAPONS","1","300","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1862","Superchill Burst M T2","SHIP_WEAPONS","2","600","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst M T1:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1863","Superchill Burst M T3","SHIP_WEAPONS","3","1500","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst M T2:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1864","Superchill Burst M T4","SHIP_WEAPONS","4","3000","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst M T3:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1865","Superchill Burst M T5","SHIP_WEAPONS","5","6000","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst M T4:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1","complete"
"1866","Superchill Burst L T1","SHIP_WEAPONS","1","360","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1","complete"
"1867","Superchill Burst L T2","SHIP_WEAPONS","2","720","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst L T1:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1","complete"
"1868","Superchill Burst L T3","SHIP_WEAPONS","3","1800","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst L T2:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1","complete"
"1869","Superchill Burst L T4","SHIP_WEAPONS","4","3600","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst L T3:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1","complete"
"1870","Superchill Burst L T5","SHIP_WEAPONS","5","7200","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst L T4:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1","complete"
"1871","Superchill Burst CAP T1","SHIP_WEAPONS","1","420","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1872","Superchill Burst CAP T2","SHIP_WEAPONS","2","840","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst CAP T1:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1873","Superchill Burst CAP T3","SHIP_WEAPONS","3","2100","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst CAP T2:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1874","Superchill Burst CAP T4","SHIP_WEAPONS","4","4200","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst CAP T3:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1875","Superchill Burst CAP T5","SHIP_WEAPONS","5","8400","Volcanic Planet;Ice Planet","USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst CAP T4:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1","complete"
"1876","Superchill Burst CMD T1","SHIP_WEAPONS","1","480","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
"1877","Superchill Burst CMD T2","SHIP_WEAPONS","2","960","Terrestrial Planet","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst CMD T1:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
"1878","Superchill Burst CMD T3","SHIP_WEAPONS","3","2400","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst CMD T2:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
"1879","Superchill Burst CMD T4","SHIP_WEAPONS","4","4800","Volcanic Planet;Ice Planet","MUD;USTUR","AMMUNITION_MATERIAL","DAMAGE_DELIVERY","Ship Weapons","Superchill Burst CMD T3:1;Superchill Payload Kit:1;Cryogenic Module:1;Thermal Controller:1;Enhanced Barrel Assembly:1;Weapon Stabilization Matrix:1;Advanced Targeting Array:1","complete"
