OutputID,OutputName,OutputType,OutputTier,BuildingResourceTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7
sodium-crystals-extractor-t2,Sodium Crystals Extractor,BUILDING,2,1,75,Barren Planet,MUD;ONI;USTUR,Extraction,,Framework,30,Iron,24,Rhenium Ore,18,Framework,21,,,,,,
sodium-crystals-extractor-t3,Sodium Crystals Extractor,BUILDING,3,1,60,Barren Planet,MUD;ONI;USTUR,Extraction,,Framework,35,Iron,29,Rhenium Ore,21,Framework,25,Barrier Material,23,,,,
sodium-crystals-extractor-t4,Sodium Crystals Extractor,BUILDING,4,1,50,Barren Planet,MUD;ONI;USTUR,Extraction,,Framework,41,Iron,35,Rhenium Ore,25,Framework,30,Barrier Material,28,Generator Coils,25,,
sodium-crystals-extractor-t5,Sodium Crystals Extractor,BUILDING,5,1,40,Barren Planet,MUD;ONI;USTUR,Extraction,,Framework,49,Iron,41,Rhenium Ore,30,Framework,35,Barrier Material,33,Generator Coils,29,Heavy Alloy,27
tantalum-ore-extractor-t1,Tantalum Ore Extractor,BUILDING,1,1,90,Barren Planet,MUD;ONI;USTUR,Extraction,,Arco,25,Iron Ore,20,Rhenium Ore,15,,,,,,,,
tantalum-ore-extractor-t2,Tantalum Ore Extractor,BUILDING,2,1,75,Barren Planet,MUD;ONI;USTUR,Extraction,,Framework,29,Iron,24,Rhenium Ore,18,Load Bearing Beams,21,,,,,,
tantalum-ore-extractor-t3,Tantalum Ore Extractor,BUILDING,3,1,60,Barren Planet,MUD;ONI;USTUR,Extraction,,Framework,35,Iron,29,Rhenium Ore,22,Load Bearing Beams,25,Flow Controller,23,,,,
tantalum-ore-extractor-t4,Tantalum Ore Extractor,BUILDING,4,1,50,Barren Planet,MUD;ONI;USTUR,Extraction,,Framework,41,Iron,34,Rhenium Ore,27,Load Bearing Beams,30,Flow Controller,28,Pump Assembly,25,,
tantalum-ore-extractor-t5,Tantalum Ore Extractor,BUILDING,5,1,40,Barren Planet,MUD;ONI;USTUR,Extraction,,Framework,49,Iron,41,Rhenium Ore,32,Load Bearing Beams,36,Flow Controller,33,Pump Assembly,29,Structural Shell,27
thermal-regulator-stone-extractor-t1,Thermal Regulator Stone Extractor,BUILDING,1,1,90,Barren Planet,MUD;ONI;USTUR,Extraction,,Arco,25,Iron Ore,20,Rhenium Ore,15,,,,,,,,
thermal-regulator-stone-extractor-t2,Thermal Regulator Stone Extractor,BUILDING,2,1,75,Barren Planet,MUD;ONI;USTUR,Extraction,,Framework,30,Iron,24,Rhenium Ore,18,Barrier Material,21,,,,,,
thermal-regulator-stone-extractor-t3,Thermal Regulator Stone Extractor,BUILDING,3,1,60,Barren Planet,MUD;ONI;USTUR,Extraction,,Framework,36,Iron,29,Rhenium Ore,21,Barrier Material,25,Alloy Frame,23,,,,
thermal-regulator-stone-extractor-t4,Thermal Regulator Stone Extractor,BUILDING,4,1,50,Barren Planet,MUD;ONI;USTUR,Extraction,,Framework,43,Iron,34,Rhenium Ore,25,Barrier Material,29,Alloy Frame,28,Framework,25,,
thermal-regulator-stone-extractor-t5,Thermal Regulator Stone Extractor,BUILDING,5,1,40,Barren Planet,MUD;ONI;USTUR,Extraction,,Framework,51,Iron,40,Rhenium Ore,30,Barrier Material,34,Alloy Frame,34,Framework,29,Load Bearing Beams,27
resonium-ore-extractor-t1,Resonium Ore Extractor,BUILDING,1,5,480,Barren Planet,MUD;ONI;USTUR,Extraction,,Resonium Kinetic Core,17,Resonium,14,Titan Scale Framework,11,,,,,,,,
resonium-ore-extractor-t2,Resonium Ore Extractor,BUILDING,2,5,400,Barren Planet,MUD;ONI;USTUR,Extraction,,Resonium Kinetic Core,21,Resonium,17,Titan Scale Framework,14,Utility Integration Core,13,,,,,,
resonium-ore-extractor-t3,Resonium Ore Extractor,BUILDING,3,5,320,Barren Planet,MUD;ONI;USTUR,Extraction,,Resonium Kinetic Core,25,Resonium,21,Titan Scale Framework,17,Utility Integration Core,16,Processing Platform Core,15,,,,
resonium-ore-extractor-t4,Resonium Ore Extractor,BUILDING,4,5,250,Barren Planet,MUD;ONI;USTUR,Extraction,,Resonium Kinetic Core,30,Resonium,25,Titan Scale Framework,21,Utility Integration Core,19,Processing Platform Core,18,Titan Support Core,17,,
resonium-ore-extractor-t5,Resonium Ore Extractor,BUILDING,5,5,200,Barren Planet,MUD;ONI;USTUR,Extraction,,Resonium Kinetic Core,35,Resonium,30,Titan Scale Framework,25,Utility Integration Core,23,Processing Platform Core,22,Titan Support Core,21,Storage Platform Core,19
aluminum-ore-extractor-t1,Aluminum Ore Extractor,BUILDING,1,2,90,System Asteroid Belt; Ice Giant; Barren Planet,MUD;ONI;USTUR,Extraction,,Boron,23,Advanced Sensor Grid,20,Aluminum,17,,,,,,,,
aluminum-ore-extractor-t2,Aluminum Ore Extractor,BUILDING,2,2,75,System Asteroid Belt; Ice Giant; Barren Planet,MUD;ONI;USTUR,Extraction,,Boron,28,Advanced Sensor Grid,24,Aluminum,21,Framework,21,,,,,,
aluminum-ore-extractor-t3,Aluminum Ore Extractor,BUILDING,3,2,60,System Asteroid Belt; Ice Giant; Barren Planet,MUD;ONI;USTUR,Extraction,,Boron,34,Advanced Sensor Grid,28,Aluminum,25,Framework,26,Field Harmonizer,21,,,,
aluminum-ore-extractor-t4,Aluminum Ore Extractor,BUILDING,4,2,50,System Asteroid Belt; Ice Giant; Barren Planet,MUD;ONI;USTUR,Extraction,,Boron,40,Advanced Sensor Grid,34,Aluminum,30,Framework,31,Field Harmonizer,25,Coupling Interface,23,,
aluminum-ore-extractor-t5,Aluminum Ore Extractor,BUILDING,5,2,40,System Asteroid Belt; Ice Giant; Barren Planet,MUD;ONI;USTUR,Extraction,,Boron,47,Advanced Sensor Grid,41,Aluminum,36,Framework,37,Field Harmonizer,30,Coupling Interface,27,Heat Dissipator,25
boron-ore-extractor-t1,Boron Ore Extractor,BUILDING,1,2,90,Barren Planet; Gas Giant,MUD;ONI;USTUR,Extraction,,Graphene,23,Hydrocarbon,20,Crystal Matrix,17,,,,,,,,
boron-ore-extractor-t2,Boron Ore Extractor,BUILDING,2,2,75,Barren Planet; Gas Giant,MUD;ONI;USTUR,Extraction,,Graphene,28,Hydrocarbon,24,Crystal Matrix,21,Framework,21,,,,,,
boron-ore-extractor-t3,Boron Ore Extractor,BUILDING,3,2,60,Barren Planet; Gas Giant,MUD;ONI;USTUR,Extraction,,Graphene,33,Hydrocarbon,28,Crystal Matrix,25,Framework,25,Field Harmonizer,21,,,,
boron-ore-extractor-t4,Boron Ore Extractor,BUILDING,4,2,50,Barren Planet; Gas Giant,MUD;ONI;USTUR,Extraction,,Graphene,40,Silver,34,Crystal Matrix,30,Framework,30,Field Harmonizer,25,Boron Composite,23,,
boron-ore-extractor-t5,Boron Ore Extractor,BUILDING,5,2,40,Barren Planet; Gas Giant,MUD;ONI;USTUR,Extraction,,Graphene,48,Silver,41,Crystal Matrix,36,Framework,36,Field Harmonizer,30,Boron Composite,28,Coupling Interface,25
diamond-extractor-t1,Diamond Extractor,BUILDING,1,2,90,Volcanic Planet; Barren Planet; Dark Planet,MUD;ONI;USTUR,Extraction,,Crystal Matrix,23,Boron Composite,20,Exotic Matter Core,17,,,,,,,,
diamond-extractor-t2,Diamond Extractor,BUILDING,2,2,75,Volcanic Planet; Barren Planet; Dark Planet,MUD;ONI;USTUR,Extraction,,Crystal Matrix,28,Boron Composite,24,Exotic Matter Core,21,Framework,21,,,,,,
diamond-extractor-t3,Diamond Extractor,BUILDING,3,2,60,Volcanic Planet; Barren Planet; Dark Planet,MUD;ONI;USTUR,Extraction,,Crystal Matrix,33,Boron Composite,29,Exotic Matter Core,25,Framework,25,Field Harmonizer,21,,,,
diamond-extractor-t4,Diamond Extractor,BUILDING,4,2,50,Volcanic Planet; Barren Planet; Dark Planet,MUD;ONI;USTUR,Extraction,,Crystal Matrix,40,Boron Composite,34,Exotic Matter Core,30,Framework,30,Silver,26,Reactive Coating,23,,
diamond-extractor-t5,Diamond Extractor,BUILDING,5,2,40,Volcanic Planet; Barren Planet; Dark Planet,MUD;ONI;USTUR,Extraction,,Crystal Matrix,47,Boron Composite,40,Exotic Matter Core,36,Framework,36,Silver,31,Reactive Coating,27,Aluminum,25
hafnium-ore-extractor-t1,Hafnium Ore Extractor,BUILDING,1,2,90,System Asteroid Belt; Ice Giant; Barren Planet,MUD;ONI;USTUR,Extraction,,Graphene,23,Lithium,20,Advanced Sensor Grid,17,,,,,,,,
hafnium-ore-extractor-t2,Hafnium Ore Extractor,BUILDING,2,2,75,System Asteroid Belt; Ice Giant; Barren Planet,MUD;ONI;USTUR,Extraction,,Graphene,27,Lithium,24,Advanced Sensor Grid,21,Framework,21,,,,,,
hafnium-ore-extractor-t3,Hafnium Ore Extractor,BUILDING,3,2,60,System Asteroid Belt; Ice Giant; Barren Planet,MUD;ONI;USTUR,Extraction,,Graphene,33,Lithium,28,Advanced Sensor Grid,25,Framework,26,Boron Composite,21,,,,
hafnium-ore-extractor-t4,Hafnium Ore Extractor,BUILDING,4,2,50,System Asteroid Belt; Ice Giant; Barren Planet,MUD;ONI;USTUR,Extraction,,Graphene,40,Lithium,33,Advanced Sensor Grid,30,Framework,31,Boron Composite,26,Dimensional Stabilizer,23,,
hafnium-ore-extractor-t5,Hafnium Ore Extractor,BUILDING,5,2,40,System Asteroid Belt; Ice Giant; Barren Planet,MUD;ONI;USTUR,Extraction,,Graphene,48,Lithium,39,Advanced Sensor Grid,36,Framework,37,Boron Composite,31,Dimensional Stabilizer,27,Boron,25
lithium-ore-extractor-t1,Lithium Ore Extractor,BUILDING,1,2,90,Barren Planet; Dark Planet,MUD;ONI;USTUR,Extraction,,Reactive Coating,23,Advanced Sensor Grid,20,Boron,17,,,,,,,,
lithium-ore-extractor-t2,Lithium Ore Extractor,BUILDING,2,2,75,Barren Planet; Dark Planet,MUD;ONI;USTUR,Extraction,,Reactive Coating,28,Advanced Sensor Grid,24,Boron,20,Framework,21,,,,,,
lithium-ore-extractor-t3,Lithium Ore Extractor,BUILDING,3,2,60,Barren Planet; Dark Planet,MUD;ONI;USTUR,Extraction,,Reactive Coating,34,Advanced Sensor Grid,29,Boron,24,Framework,25,Boron Composite,21,,,,
lithium-ore-extractor-t4,Lithium Ore Extractor,BUILDING,4,2,50,Barren Planet; Dark Planet,MUD;ONI;USTUR,Extraction,,Reactive Coating,40,Advanced Sensor Grid,35,Boron,28,Framework,30,Boron Composite,25,Heat Dissipator,23,,
lithium-ore-extractor-t5,Lithium Ore Extractor,BUILDING,5,2,40,Barren Planet; Dark Planet,MUD;ONI;USTUR,Extraction,,Reactive Coating,47,Advanced Sensor Grid,42,Boron,33,Framework,36,Boron Composite,29,Heat Dissipator,28,Silver,25
tungsten-ore-extractor-t1,Tungsten Ore Extractor,BUILDING,1,3,180,Barren Planet,MUD;ONI;USTUR,Extraction,,Tungsten,21,Steel,18,Life Support Hub,15,,,,,,,,
tungsten-ore-extractor-t2,Tungsten Ore Extractor,BUILDING,2,3,150,Barren Planet,MUD;ONI;USTUR,Extraction,,Tungsten,25,Steel,22,Life Support Hub,18,Framework,21,,,,,,
tungsten-ore-extractor-t3,Tungsten Ore Extractor,BUILDING,3,3,120,Barren Planet,MUD;ONI;USTUR,Extraction,,Tungsten,30,Steel,26,Life Support Hub,22,Framework,26,Neon Buffer,19,,,,
tungsten-ore-extractor-t4,Tungsten Ore Extractor,BUILDING,4,3,100,Barren Planet,MUD;ONI;USTUR,Extraction,,Tungsten,36,Steel,31,Life Support Hub,27,Framework,31,Neon Buffer,23,Resource Hub Core,21,,
tungsten-ore-extractor-t5,Tungsten Ore Extractor,BUILDING,5,3,80,Barren Planet,MUD;ONI;USTUR,Extraction,,Tungsten,42,Steel,38,Life Support Hub,32,Framework,37,Neon Buffer,28,Resource Hub Core,25,Medical Hub Core,23
vanadium-ore-extractor-t1,Vanadium Ore Extractor,BUILDING,1,3,180,Barren Planet,MUD;ONI;USTUR,Extraction,,Steel,21,Tungsten,18,Vanadium,15,,,,,,,,
vanadium-ore-extractor-t2,Vanadium Ore Extractor,BUILDING,2,3,150,Barren Planet,MUD;ONI;USTUR,Extraction,,Steel,25,Tungsten,21,Vanadium,18,Framework,21,,,,,,
vanadium-ore-extractor-t3,Vanadium Ore Extractor,BUILDING,3,3,120,Barren Planet,MUD;ONI;USTUR,Extraction,,Steel,29,Tungsten,25,Vanadium,21,Framework,25,Life Support Hub,19,,,,
vanadium-ore-extractor-t4,Vanadium Ore Extractor,BUILDING,4,3,100,Barren Planet,MUD;ONI;USTUR,Extraction,,Steel,34,Tungsten,30,Vanadium,25,Framework,30,Life Support Hub,23,Resource Hub Core,21,,
vanadium-ore-extractor-t5,Vanadium Ore Extractor,BUILDING,5,3,80,Barren Planet,MUD;ONI;USTUR,Extraction,,Steel,41,Tungsten,36,Vanadium,30,Framework,36,Life Support Hub,28,Resource Hub Core,25,Vanadium Alloy,23
ruby-crystals-extractor-t1,Ruby Crystals Extractor,BUILDING,1,2,90,Ice Giant; Dark Planet; Barren Planet,MUD;ONI;USTUR,Extraction,,Graphene,23,Reactive Coating,20,Current Limiter,17,,,,,,,,
ruby-crystals-extractor-t2,Ruby Crystals Extractor,BUILDING,2,2,75,Ice Giant; Dark Planet; Barren Planet,MUD;ONI;USTUR,Extraction,,Graphene,27,Reactive Coating,24,Current Limiter,21,Framework,21,,,,,,
ruby-crystals-extractor-t3,Ruby Crystals Extractor,BUILDING,3,2,60,Ice Giant; Dark Planet; Barren Planet,MUD;ONI;USTUR,Extraction,,Graphene,32,Reactive Coating,29,Current Limiter,25,Framework,25,Advanced Sensor Grid,21,,,,
ruby-crystals-extractor-t4,Ruby Crystals Extractor,BUILDING,4,2,50,Ice Giant; Dark Planet; Barren Planet,MUD;ONI;USTUR,Extraction,,Silver,38,Reactive Coating,35,Current Limiter,30,Framework,30,Advanced Sensor Grid,25,Dimensional Stabilizer,23,,
ruby-crystals-extractor-t5,Ruby Crystals Extractor,BUILDING,5,2,40,Ice Giant; Dark Planet; Barren Planet,MUD;ONI;USTUR,Extraction,,Silver,45,Reactive Coating,42,Current Limiter,35,Framework,36,Advanced Sensor Grid,29,Dimensional Stabilizer,28,Cobalt,25
silver-ore-extractor-t1,Silver Ore Extractor,BUILDING,1,2,90,Dark Planet; Barren Planet; Gas Giant,MUD;ONI;USTUR,Extraction,,Heat Dissipator,23,Boron,20,Boron Composite,17,,,,,,,,
silver-ore-extractor-t2,Silver Ore Extractor,BUILDING,2,2,75,Dark Planet; Barren Planet; Gas Giant,MUD;ONI;USTUR,Extraction,,Heat Dissipator,28,Boron,24,Boron Composite,20,Framework,21,,,,,,
silver-ore-extractor-t3,Silver Ore Extractor,BUILDING,3,2,60,Dark Planet; Barren Planet; Gas Giant,MUD;ONI;USTUR,Extraction,,Heat Dissipator,33,Boron,29,Boron Composite,24,Framework,25,Field Harmonizer,21,,,,
silver-ore-extractor-t4,Silver Ore Extractor,BUILDING,4,2,50,Dark Planet; Barren Planet; Gas Giant,MUD;ONI;USTUR,Extraction,,Heat Dissipator,39,Boron,35,Boron Composite,29,Framework,29,Field Harmonizer,25,Silver,23,,
silver-ore-extractor-t5,Silver Ore Extractor,BUILDING,5,2,40,Dark Planet; Barren Planet; Gas Giant,MUD;ONI;USTUR,Extraction,,Heat Dissipator,47,Boron,41,Boron Composite,34,Framework,35,Field Harmonizer,30,Silver,28,Lithium,25
topaz-crystals-extractor-t1,Topaz Crystals Extractor,BUILDING,1,2,90,Dark Planet; Ice Giant; Barren Planet,MUD;ONI;USTUR,Extraction,,Graphene,23,Advanced Sensor Grid,20,Reactive Coating,17,,,,,,,,
topaz-crystals-extractor-t2,Topaz Crystals Extractor,BUILDING,2,2,75,Dark Planet; Ice Giant; Barren Planet,MUD;ONI;USTUR,Extraction,,Graphene,27,Advanced Sensor Grid,24,Reactive Coating,21,Framework,21,,,,,,
topaz-crystals-extractor-t3,Topaz Crystals Extractor,BUILDING,3,2,60,Dark Planet; Ice Giant; Barren Planet,MUD;ONI;USTUR,Extraction,,Graphene,32,Advanced Sensor Grid,29,Reactive Coating,25,Framework,25,Aluminum,21,,,,
topaz-crystals-extractor-t4,Topaz Crystals Extractor,BUILDING,4,2,50,Dark Planet; Ice Giant; Barren Planet,MUD;ONI;USTUR,Extraction,,Graphene,38,Advanced Sensor Grid,34,Reactive Coating,30,Framework,30,Aluminum,25,Crystal Matrix,23,,
topaz-crystals-extractor-t5,Topaz Crystals Extractor,BUILDING,5,2,40,Dark Planet; Ice Giant; Barren Planet,MUD;ONI;USTUR,Extraction,,Graphene,46,Advanced Sensor Grid,41,Reactive Coating,35,Framework,35,Aluminum,30,Crystal Matrix,28,Heat Dissipator,25
aegis-barrier-cactus-extractor-t1,Aegis Barrier Cactus Extractor,BUILDING,1,2,90,Barren Planet,MUD;ONI;USTUR,Extraction,,Advanced Sensor Grid,23,Aluminum,20,Lithium,17,,,,,,,,
aegis-barrier-cactus-extractor-t2,Aegis Barrier Cactus Extractor,BUILDING,2,2,75,Barren Planet,MUD;ONI;USTUR,Extraction,,Advanced Sensor Grid,28,Aluminum,24,Lithium,21,Framework,21,,,,,,
aegis-barrier-cactus-extractor-t3,Aegis Barrier Cactus Extractor,BUILDING,3,2,60,Barren Planet,MUD;ONI;USTUR,Extraction,,Advanced Sensor Grid,34,Aluminum,29,Lithium,25,Framework,25,Coupling Interface,21,,,,
aegis-barrier-cactus-extractor-t4,Aegis Barrier Cactus Extractor,BUILDING,4,2,50,Barren Planet,MUD;ONI;USTUR,Extraction,,Advanced Sensor Grid,40,Aluminum,35,Lithium,30,Framework,30,Coupling Interface,25,Targeting Array,23,,
aegis-barrier-cactus-extractor-t5,Aegis Barrier Cactus Extractor,BUILDING,5,2,40,Barren Planet,MUD;ONI;USTUR,Extraction,,Advanced Sensor Grid,48,Aluminum,42,Lithium,35,Framework,35,Coupling Interface,30,Targeting Array,28,Reactive Coating,25
aegis-barrier-cactus-farm-t1,Aegis Barrier Cactus Farm,BUILDING,1,2,90,Barren Planet,MUD;ONI;USTUR,Farm,,Arco,25,Iron Ore,20,Rhenium Ore,15,,,,,,,,
aegis-barrier-cactus-farm-t2,Aegis Barrier Cactus Farm,BUILDING,2,2,75,Barren Planet,MUD;ONI;USTUR,Farm,,Framework,29,Iron,24,Rhenium Ore,18,Framework,21,,,,,,
aegis-barrier-cactus-farm-t3,Aegis Barrier Cactus Farm,BUILDING,3,2,60,Barren Planet,MUD;ONI;USTUR,Farm,,Framework,34,Iron,29,Rhenium Ore,21,Framework,25,Rhenium,21,,,,
aegis-barrier-cactus-farm-t4,Aegis Barrier Cactus Farm,BUILDING,4,2,50,Barren Planet,MUD;ONI;USTUR,Farm,,Framework,41,Iron,34,Rhenium Ore,25,Framework,30,Rhenium,25,Targeting Array,23,,
aegis-barrier-cactus-farm-t5,Aegis Barrier Cactus Farm,BUILDING,5,2,40,Barren Planet,MUD;ONI;USTUR,Farm,,Framework,49,Iron,40,Rhenium Ore,30,Framework,36,Rhenium,29,Targeting Array,28,Silver,25
dark-central-hub-t1,Dark Central Hub,BUILDING,1,1,90,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite Ore,25,Carbon,20,Lumanite,15,,,,,,,,
dark-central-hub-t2,Dark Central Hub,BUILDING,2,1,135,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,30,Graphene,24,Lumanite,18,Transfer Lines,21,,,,,,
dark-central-hub-t3,Dark Central Hub,BUILDING,3,1,180,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,36,Graphene,28,Lumanite,21,Transfer Lines,25,Heavy Alloy,23,,,,
dark-central-hub-t4,Dark Central Hub,BUILDING,4,1,270,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,42,Graphene,34,Lumanite,26,Transfer Lines,29,Heavy Alloy,28,Field Coils,25,,
dark-central-hub-t5,Dark Central Hub,BUILDING,5,1,360,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,50,Graphene,40,Lumanite,32,Transfer Lines,35,Heavy Alloy,33,Field Coils,30,Exotic Matter Core,27
dark-cultivation-hub-t1,Dark Cultivation Hub,BUILDING,1,1,90,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite Ore,25,Carbon,20,Lumanite,15,,,,,,,,
dark-cultivation-hub-t2,Dark Cultivation Hub,BUILDING,2,1,135,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,30,Graphene,24,Lumanite,18,Chromite,21,,,,,,
dark-cultivation-hub-t3,Dark Cultivation Hub,BUILDING,3,1,180,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,35,Graphene,28,Lumanite,22,Chromite,25,Field Coils,23,,,,
dark-cultivation-hub-t4,Dark Cultivation Hub,BUILDING,4,1,270,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,42,Graphene,33,Lumanite,26,Chromite,30,Field Coils,28,Flow Controller,25,,
dark-cultivation-hub-t5,Dark Cultivation Hub,BUILDING,5,1,360,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,50,Graphene,40,Lumanite,30,Chromite,36,Field Coils,33,Flow Controller,29,Kinetic Stabilizer,27
dark-processing-hub-t1,Dark Processing Hub,BUILDING,1,1,90,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite Ore,25,Carbon,20,Lumanite,15,,,,,,,,
dark-processing-hub-t2,Dark Processing Hub,BUILDING,2,1,135,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,30,Graphene,24,Lumanite,18,Flow Controller,21,,,,,,
dark-processing-hub-t3,Dark Processing Hub,BUILDING,3,1,180,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,36,Graphene,29,Lumanite,21,Flow Controller,25,Load Bearing Beams,23,,,,
dark-processing-hub-t4,Dark Processing Hub,BUILDING,4,1,270,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,43,Graphene,35,Lumanite,26,Flow Controller,30,Load Bearing Beams,27,Chromite,25,,
dark-processing-hub-t5,Dark Processing Hub,BUILDING,5,1,360,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,51,Graphene,41,Lumanite,31,Flow Controller,36,Load Bearing Beams,32,Chromite,30,Field Coils,27
dark-extraction-hub-t1,Dark Extraction Hub,BUILDING,1,1,90,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite Ore,25,Carbon,20,Lumanite,15,,,,,,,,
dark-extraction-hub-t2,Dark Extraction Hub,BUILDING,2,1,135,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,30,Graphene,24,Lumanite,18,Flow Controller,21,,,,,,
dark-extraction-hub-t3,Dark Extraction Hub,BUILDING,3,1,180,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,36,Graphene,29,Lumanite,21,Flow Controller,25,Transfer Lines,23,,,,
dark-extraction-hub-t4,Dark Extraction Hub,BUILDING,4,1,270,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,42,Graphene,34,Lumanite,25,Flow Controller,30,Transfer Lines,27,Pump Assembly,25,,
dark-extraction-hub-t5,Dark Extraction Hub,BUILDING,5,1,360,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,50,Graphene,40,Lumanite,30,Flow Controller,36,Transfer Lines,32,Pump Assembly,30,Chromite,27
dark-storage-hub-t1,Dark Storage Hub,BUILDING,1,1,90,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite Ore,25,Carbon,20,Lumanite,15,,,,,,,,
dark-storage-hub-t2,Dark Storage Hub,BUILDING,2,1,135,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,30,Graphene,24,Lumanite,18,Exotic Matter Core,21,,,,,,
dark-storage-hub-t3,Dark Storage Hub,BUILDING,3,1,180,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,36,Graphene,29,Lumanite,22,Exotic Matter Core,25,Heavy Alloy,23,,,,
dark-storage-hub-t4,Dark Storage Hub,BUILDING,4,1,270,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,42,Graphene,34,Lumanite,26,Exotic Matter Core,30,Heavy Alloy,27,Pump Assembly,25,,
dark-storage-hub-t5,Dark Storage Hub,BUILDING,5,1,360,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,49,Graphene,41,Lumanite,31,Exotic Matter Core,35,Heavy Alloy,32,Pump Assembly,29,Transfer Lines,27
dark-farm-hub-t1,Dark Farm Hub,BUILDING,1,1,90,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite Ore,25,Carbon,20,Lumanite,15,,,,,,,,
dark-farm-hub-t2,Dark Farm Hub,BUILDING,2,1,135,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,29,Graphene,24,Lumanite,18,Field Coils,21,,,,,,
dark-farm-hub-t3,Dark Farm Hub,BUILDING,3,1,180,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,34,Graphene,29,Lumanite,22,Field Coils,25,Foundation Anchor,23,,,,
dark-farm-hub-t4,Dark Farm Hub,BUILDING,4,1,270,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,40,Graphene,34,Lumanite,27,Field Coils,30,Foundation Anchor,28,Chromite,25,,
dark-farm-hub-t5,Dark Farm Hub,BUILDING,5,1,360,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,47,Graphene,40,Lumanite,33,Field Coils,36,Foundation Anchor,33,Chromite,29,Kinetic Stabilizer,27
dark-power-plant-t1,Dark Power Plant,BUILDING,1,1,90,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite Ore,25,Carbon,20,Lumanite,15,,,,,,,,
dark-power-plant-t2,Dark Power Plant,BUILDING,2,1,135,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,30,Graphene,24,Lumanite,18,Heavy Alloy,21,,,,,,
dark-power-plant-t3,Dark Power Plant,BUILDING,3,1,180,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,36,Graphene,29,Lumanite,21,Heavy Alloy,25,Flow Controller,23,,,,
dark-power-plant-t4,Dark Power Plant,BUILDING,4,1,270,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,42,Graphene,35,Lumanite,25,Heavy Alloy,30,Flow Controller,27,Field Coils,25,,
dark-power-plant-t5,Dark Power Plant,BUILDING,5,1,360,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,50,Graphene,42,Lumanite,30,Heavy Alloy,36,Flow Controller,32,Field Coils,30,Exotic Matter Core,27
dark-crew-quarters-t1,Dark Crew Quarters,BUILDING,1,1,90,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite Ore,25,Carbon,20,Lumanite,15,,,,,,,,
dark-crew-quarters-t2,Dark Crew Quarters,BUILDING,2,1,135,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,30,Graphene,24,Lumanite,18,Kinetic Stabilizer,21,,,,,,
dark-crew-quarters-t3,Dark Crew Quarters,BUILDING,3,1,180,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,35,Graphene,28,Lumanite,21,Kinetic Stabilizer,25,Flow Controller,23,,,,
dark-crew-quarters-t4,Dark Crew Quarters,BUILDING,4,1,270,Dark Planet,MUD;ONI;USTUR,Infrastructure,,Chromite,42,Graphene,34,Lumanite,25,Kinetic Stabilizer,30,Flow Controller,28,Exotic Matter Core,25,,
