OutputID,OutputName,OutputType,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,Column 28,Column 29,Column 30,Column 31
superchill-cannon-s-t1,Superchill Cannon S T1,SHIP_WEAPONS,1,240,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
superchill-cannon-s-t2,Superchill Cannon S T2,SHIP_WEAPONS,2,480,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Superchill Cannon S T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-cannon-s-t3,Superchill Cannon S T3,SHIP_WEAPONS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Superchill Cannon S T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-cannon-s-t4,Superchill Cannon S T4,SHIP_WEAPONS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Superchill Cannon S T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-cannon-s-t5,Superchill Cannon S T5,SHIP_WEAPONS,5,4800,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Superchill Cannon S T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-cannon-m-t1,Superchill Cannon M T1,SHIP_WEAPONS,1,300,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
superchill-cannon-m-t2,Superchill Cannon M T2,SHIP_WEAPONS,2,600,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Superchill Cannon M T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-cannon-m-t3,Superchill Cannon M T3,SHIP_WEAPONS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Superchill Cannon M T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-cannon-m-t4,Superchill Cannon M T4,SHIP_WEAPONS,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Superchill Cannon M T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-cannon-m-t5,Superchill Cannon M T5,SHIP_WEAPONS,5,6000,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Superchill Cannon M T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-cannon-l-t1,Superchill Cannon L T1,SHIP_WEAPONS,1,360,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,,,
superchill-cannon-l-t2,Superchill Cannon L T2,SHIP_WEAPONS,2,720,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Superchill Cannon L T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
superchill-cannon-l-t3,Superchill Cannon L T3,SHIP_WEAPONS,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Superchill Cannon L T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
superchill-cannon-l-t4,Superchill Cannon L T4,SHIP_WEAPONS,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Superchill Cannon L T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
superchill-cannon-l-t5,Superchill Cannon L T5,SHIP_WEAPONS,5,7200,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Superchill Cannon L T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
superchill-cannon-cap-t1,Superchill Cannon CAP T1,SHIP_WEAPONS,1,420,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,,,
superchill-cannon-cap-t2,Superchill Cannon CAP T2,SHIP_WEAPONS,2,840,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Superchill Cannon CAP T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
superchill-cannon-cap-t3,Superchill Cannon CAP T3,SHIP_WEAPONS,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Superchill Cannon CAP T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
superchill-cannon-cap-t4,Superchill Cannon CAP T4,SHIP_WEAPONS,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Superchill Cannon CAP T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
superchill-cannon-cap-t5,Superchill Cannon CAP T5,SHIP_WEAPONS,5,8400,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Superchill Cannon CAP T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
superchill-cannon-cmd-t1,Superchill Cannon CMD T1,SHIP_WEAPONS,1,480,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,,,
superchill-cannon-cmd-t2,Superchill Cannon CMD T2,SHIP_WEAPONS,2,960,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Superchill Cannon CMD T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
superchill-cannon-cmd-t3,Superchill Cannon CMD T3,SHIP_WEAPONS,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Superchill Cannon CMD T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
superchill-cannon-cmd-t4,Superchill Cannon CMD T4,SHIP_WEAPONS,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Superchill Cannon CMD T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
superchill-cannon-cmd-t5,Superchill Cannon CMD T5,SHIP_WEAPONS,5,9600,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Superchill Cannon CMD T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
superchill-cannon-class8-t1,Superchill Cannon CLASS8 T1,SHIP_WEAPONS,1,540,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,,,
superchill-cannon-class8-t2,Superchill Cannon CLASS8 T2,SHIP_WEAPONS,2,1080,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Superchill Cannon CLASS8 T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
superchill-cannon-class8-t3,Superchill Cannon CLASS8 T3,SHIP_WEAPONS,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Superchill Cannon CLASS8 T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
superchill-cannon-class8-t4,Superchill Cannon CLASS8 T4,SHIP_WEAPONS,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Superchill Cannon CLASS8 T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
superchill-cannon-class8-t5,Superchill Cannon CLASS8 T5,SHIP_WEAPONS,5,10800,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Superchill Cannon CLASS8 T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
superchill-cannon-ttn-t1,Superchill Cannon TTN T1,SHIP_WEAPONS,1,600,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,,,
superchill-cannon-ttn-t2,Superchill Cannon TTN T2,SHIP_WEAPONS,2,1200,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Superchill Cannon TTN T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,
superchill-cannon-ttn-t3,Superchill Cannon TTN T3,SHIP_WEAPONS,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,11,Superchill Cannon TTN T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,
superchill-cannon-ttn-t4,Superchill Cannon TTN T4,SHIP_WEAPONS,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,12,Superchill Cannon TTN T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,
superchill-cannon-ttn-t5,Superchill Cannon TTN T5,SHIP_WEAPONS,5,12000,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,13,Superchill Cannon TTN T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,
superchill-scatterfire-xxxs-t1,Superchill Scatterfire XXXS T1,SHIP_WEAPONS,1,60,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
superchill-scatterfire-xxxs-t2,Superchill Scatterfire XXXS T2,SHIP_WEAPONS,2,120,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Superchill Scatterfire XXXS T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-xxxs-t3,Superchill Scatterfire XXXS T3,SHIP_WEAPONS,3,300,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Superchill Scatterfire XXXS T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-xxxs-t4,Superchill Scatterfire XXXS T4,SHIP_WEAPONS,4,600,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Superchill Scatterfire XXXS T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-xxxs-t5,Superchill Scatterfire XXXS T5,SHIP_WEAPONS,5,1200,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Superchill Scatterfire XXXS T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-xxs-t1,Superchill Scatterfire XXS T1,SHIP_WEAPONS,1,120,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
superchill-scatterfire-xxs-t2,Superchill Scatterfire XXS T2,SHIP_WEAPONS,2,240,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Superchill Scatterfire XXS T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-xxs-t3,Superchill Scatterfire XXS T3,SHIP_WEAPONS,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Superchill Scatterfire XXS T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-xxs-t4,Superchill Scatterfire XXS T4,SHIP_WEAPONS,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Superchill Scatterfire XXS T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-xxs-t5,Superchill Scatterfire XXS T5,SHIP_WEAPONS,5,2400,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Superchill Scatterfire XXS T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-xs-t1,Superchill Scatterfire XS T1,SHIP_WEAPONS,1,180,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
superchill-scatterfire-xs-t2,Superchill Scatterfire XS T2,SHIP_WEAPONS,2,360,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Superchill Scatterfire XS T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-xs-t3,Superchill Scatterfire XS T3,SHIP_WEAPONS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Superchill Scatterfire XS T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-xs-t4,Superchill Scatterfire XS T4,SHIP_WEAPONS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Superchill Scatterfire XS T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-xs-t5,Superchill Scatterfire XS T5,SHIP_WEAPONS,5,3600,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Superchill Scatterfire XS T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-s-t1,Superchill Scatterfire S T1,SHIP_WEAPONS,1,240,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
superchill-scatterfire-s-t2,Superchill Scatterfire S T2,SHIP_WEAPONS,2,480,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Superchill Scatterfire S T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-s-t3,Superchill Scatterfire S T3,SHIP_WEAPONS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Superchill Scatterfire S T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-s-t4,Superchill Scatterfire S T4,SHIP_WEAPONS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Superchill Scatterfire S T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-s-t5,Superchill Scatterfire S T5,SHIP_WEAPONS,5,4800,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Superchill Scatterfire S T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-m-t1,Superchill Scatterfire M T1,SHIP_WEAPONS,1,300,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
superchill-scatterfire-m-t2,Superchill Scatterfire M T2,SHIP_WEAPONS,2,600,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Superchill Scatterfire M T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-m-t3,Superchill Scatterfire M T3,SHIP_WEAPONS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Superchill Scatterfire M T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-m-t4,Superchill Scatterfire M T4,SHIP_WEAPONS,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Superchill Scatterfire M T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-m-t5,Superchill Scatterfire M T5,SHIP_WEAPONS,5,6000,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Superchill Scatterfire M T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,
superchill-scatterfire-l-t1,Superchill Scatterfire L T1,SHIP_WEAPONS,1,360,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,,,
superchill-scatterfire-l-t2,Superchill Scatterfire L T2,SHIP_WEAPONS,2,720,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Superchill Scatterfire L T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
superchill-scatterfire-l-t3,Superchill Scatterfire L T3,SHIP_WEAPONS,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Superchill Scatterfire L T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
superchill-scatterfire-l-t4,Superchill Scatterfire L T4,SHIP_WEAPONS,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Superchill Scatterfire L T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
superchill-scatterfire-l-t5,Superchill Scatterfire L T5,SHIP_WEAPONS,5,7200,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Superchill Scatterfire L T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
superchill-scatterfire-cap-t1,Superchill Scatterfire CAP T1,SHIP_WEAPONS,1,420,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,,,
superchill-scatterfire-cap-t2,Superchill Scatterfire CAP T2,SHIP_WEAPONS,2,840,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Superchill Scatterfire CAP T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
superchill-scatterfire-cap-t3,Superchill Scatterfire CAP T3,SHIP_WEAPONS,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Superchill Scatterfire CAP T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
superchill-scatterfire-cap-t4,Superchill Scatterfire CAP T4,SHIP_WEAPONS,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Superchill Scatterfire CAP T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
superchill-scatterfire-cap-t5,Superchill Scatterfire CAP T5,SHIP_WEAPONS,5,8400,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Superchill Scatterfire CAP T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
superchill-scatterfire-cmd-t1,Superchill Scatterfire CMD T1,SHIP_WEAPONS,1,480,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,,,
superchill-scatterfire-cmd-t2,Superchill Scatterfire CMD T2,SHIP_WEAPONS,2,960,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Superchill Scatterfire CMD T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
superchill-scatterfire-cmd-t3,Superchill Scatterfire CMD T3,SHIP_WEAPONS,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Superchill Scatterfire CMD T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
superchill-scatterfire-cmd-t4,Superchill Scatterfire CMD T4,SHIP_WEAPONS,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Superchill Scatterfire CMD T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
superchill-scatterfire-cmd-t5,Superchill Scatterfire CMD T5,SHIP_WEAPONS,5,9600,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Superchill Scatterfire CMD T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
superchill-scatterfire-class8-t1,Superchill Scatterfire CLASS8 T1,SHIP_WEAPONS,1,540,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,,,
superchill-scatterfire-class8-t2,Superchill Scatterfire CLASS8 T2,SHIP_WEAPONS,2,1080,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Superchill Scatterfire CLASS8 T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
superchill-scatterfire-class8-t3,Superchill Scatterfire CLASS8 T3,SHIP_WEAPONS,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Superchill Scatterfire CLASS8 T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
superchill-scatterfire-class8-t4,Superchill Scatterfire CLASS8 T4,SHIP_WEAPONS,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Superchill Scatterfire CLASS8 T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
superchill-scatterfire-class8-t5,Superchill Scatterfire CLASS8 T5,SHIP_WEAPONS,5,10800,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Superchill Scatterfire CLASS8 T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
