OutputID	OutputName	OutputType	OutputTier	ConstructionTime	PlanetTypes	Factions	ResourceType	ProductionSteps	Ingredient1	Quantity1	Ingredient2	Quantity2	Ingredient3	Quantity3	Ingredient4	Quantity4	Ingredient5	Quantity5	Ingredient6	Quantity6	Ingredient7	Quantity7	Ingredient8	Quantity8
terrestrial-iron-processor-t5	Iron Processor	BUILDING	5	20	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Iron Ore	30	Thermoplastic Resin	25	Biomass	18	Carbon	12	Aluminum Ore	8	Argon	2				
																								
terrestrial-aluminum-processor-t1	Aluminum Processor	BUILDING	1	90	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Aluminum Ore	15	Iron	12	Thermoplastic Resin	8										
terrestrial-aluminum-processor-t2	Aluminum Processor	BUILDING	2	75	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Aluminum Ore	18	Iron	15	Thermoplastic Resin	12	Biomass	6								
terrestrial-aluminum-processor-t3	Aluminum Processor	BUILDING	3	60	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Aluminum Ore	20	Iron	18	Thermoplastic Resin	15	Biomass	10	Carbon	4						
terrestrial-aluminum-processor-t4	Aluminum Processor	BUILDING	4	50	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Aluminum Ore	25	Iron	20	Thermoplastic Resin	18	Biomass	12	Carbon	8	Argon	3				
terrestrial-aluminum-processor-t5	Aluminum Processor	BUILDING	5	40	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Aluminum Ore	30	Iron	25	Thermoplastic Resin	22	Biomass	15	Carbon	12	Argon	5				
																								
terrestrial-gold-processor-t1	Gold Processor	BUILDING	1	150	Terrestrial Planet	ONI	Processing	1	Gold Ore	18	Iron	15	Thermoplastic Resin	12	Biomass	8								
terrestrial-gold-processor-t2	Gold Processor	BUILDING	2	120	Terrestrial Planet	ONI	Processing	1	Gold Ore	22	Iron	18	Thermoplastic Resin	15	Biomass	12	Carbon	6						
terrestrial-gold-processor-t3	Gold Processor	BUILDING	3	100	Terrestrial Planet	ONI	Processing	1	Gold Ore	25	Iron	20	Thermoplastic Resin	18	Biomass	15	Carbon	10	Aluminum	4				
terrestrial-gold-processor-t4	Gold Processor	BUILDING	4	80	Terrestrial Planet	ONI	Processing	1	Gold Ore	30	Iron	25	Thermoplastic Resin	22	Biomass	18	Carbon	12	Aluminum	8	Argon	3		
terrestrial-gold-processor-t5	Gold Processor	BUILDING	5	60	Terrestrial Planet	ONI	Processing	1	Gold Ore	35	Iron	30	Thermoplastic Resin	25	Biomass	20	Carbon	15	Aluminum	12	Argon	6		
																								
terrestrial-dysprosium-processor-t1	Dysprosium Processor	BUILDING	1	180	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Dysprosium	25	Iron	18	Thermoplastic Resin	15	Biomass	12								
terrestrial-dysprosium-processor-t2	Dysprosium Processor	BUILDING	2	150	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Dysprosium	30	Iron	22	Thermoplastic Resin	18	Biomass	15	Carbon	8						
terrestrial-dysprosium-processor-t3	Dysprosium Processor	BUILDING	3	120	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Dysprosium	35	Iron	25	Thermoplastic Resin	20	Biomass	18	Carbon	12	Aluminum	6				
terrestrial-dysprosium-processor-t4	Dysprosium Processor	BUILDING	4	100	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Dysprosium	40	Iron	30	Thermoplastic Resin	25	Biomass	20	Carbon	15	Aluminum	10	Gold	4		
terrestrial-dysprosium-processor-t5	Dysprosium Processor	BUILDING	5	80	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Dysprosium	50	Iron	35	Thermoplastic Resin	30	Biomass	25	Carbon	20	Aluminum	15	Gold	8		
																								
terrestrial-ochre-processor-t1	Ochre Processor	BUILDING	1	180	Terrestrial Planet	USTUR	Processing	1	Ochre Ore	25	Iron	18	Thermoplastic Resin	15	Biomass	12								
terrestrial-ochre-processor-t2	Ochre Processor	BUILDING	2	150	Terrestrial Planet	USTUR	Processing	1	Ochre Ore	30	Iron	22	Thermoplastic Resin	18	Biomass	15	Carbon	8						
terrestrial-ochre-processor-t3	Ochre Processor	BUILDING	3	120	Terrestrial Planet	USTUR	Processing	1	Ochre Ore	35	Iron	25	Thermoplastic Resin	20	Biomass	18	Carbon	12	Aluminum	6				
terrestrial-ochre-processor-t4	Ochre Processor	BUILDING	4	100	Terrestrial Planet	USTUR	Processing	1	Ochre Ore	40	Iron	30	Thermoplastic Resin	25	Biomass	20	Carbon	15	Aluminum	10	Gold	4		
terrestrial-ochre-processor-t5	Ochre Processor	BUILDING	5	80	Terrestrial Planet	USTUR	Processing	1	Ochre Ore	50	Iron	35	Thermoplastic Resin	30	Biomass	25	Carbon	20	Aluminum	15	Gold	8		
																								
# ADVANCED COMPONENT PROCESSORS																								
terrestrial-aluminum-sheets-processor-t1	Aluminum Sheets Processor	BUILDING	1	90	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Aluminum	20	Iron Brackets	15	Thermoplastic Panels	8										
terrestrial-aluminum-sheets-processor-t2	Aluminum Sheets Processor	BUILDING	2	75	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Aluminum	25	Iron Brackets	18	Thermoplastic Panels	12	Bio Fiber	6								
terrestrial-aluminum-sheets-processor-t3	Aluminum Sheets Processor	BUILDING	3	60	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Aluminum	30	Iron Brackets	22	Thermoplastic Panels	15	Bio Fiber	10	Carbon Fiber	4						
terrestrial-aluminum-sheets-processor-t4	Aluminum Sheets Processor	BUILDING	4	50	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Aluminum	35	Iron Brackets	25	Thermoplastic Panels	18	Bio Fiber	12	Carbon Fiber	8	Silica Glass	3				
terrestrial-aluminum-sheets-processor-t5	Aluminum Sheets Processor	BUILDING	5	40	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Aluminum	40	Iron Brackets	30	Thermoplastic Panels	22	Bio Fiber	15	Carbon Fiber	12	Silica Glass	6				
																								
# EXISTING COMPONENT PROCESSORS (Use processed materials)																								
terrestrial-graphene-processor-t1	Graphene Processor	BUILDING	1	90	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Carbon	25	Iron Brackets	12	Thermoplastic Panels	8										
terrestrial-graphene-processor-t2	Graphene Processor	BUILDING	2	75	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Carbon	30	Iron Brackets	15	Thermoplastic Panels	12	Bio Fiber	6								
terrestrial-graphene-processor-t3	Graphene Processor	BUILDING	3	60	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Carbon	35	Iron Brackets	18	Thermoplastic Panels	15	Bio Fiber	10	Carbon Fiber	4						
terrestrial-graphene-processor-t4	Graphene Processor	BUILDING	4	50	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Carbon	40	Iron Brackets	22	Thermoplastic Panels	18	Bio Fiber	12	Carbon Fiber	8	Aluminum	3				
terrestrial-graphene-processor-t5	Graphene Processor	BUILDING	5	40	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Carbon	45	Iron Brackets	25	Thermoplastic Panels	20	Bio Fiber	15	Carbon Fiber	12	Aluminum	6				
																								
terrestrial-plastic-components-processor-t1	Plastic Components Processor	BUILDING	1	90	Terrestrial Planet	ONI	Processing	1	Thermoplastic Resin	20	Iron Brackets	12	Bio Fiber	8										
terrestrial-plastic-components-processor-t2	Plastic Components Processor	BUILDING	2	75	Terrestrial Planet	ONI	Processing	1	Thermoplastic Resin	25	Iron Brackets	15	Bio Fiber	12	Carbon Fiber	6								
terrestrial-plastic-components-processor-t3	Plastic Components Processor	BUILDING	3	60	Terrestrial Planet	ONI	Processing	1	Thermoplastic Resin	30	Iron Brackets	18	Bio Fiber	15	Carbon Fiber	10	Silica Glass	4						
terrestrial-plastic-components-processor-t4	Plastic Components Processor	BUILDING	4	50	Terrestrial Planet	ONI	Processing	1	Thermoplastic Resin	35	Iron Brackets	22	Bio Fiber	18	Carbon Fiber	12	Silica Glass	8	Aluminum	3				
terrestrial-plastic-components-processor-t5	Plastic Components Processor	BUILDING	5	40	Terrestrial Planet	ONI	Processing	1	Thermoplastic Resin	40	Iron Brackets	25	Bio Fiber	20	Carbon Fiber	15	Silica Glass	12	Aluminum	6				
																								
terrestrial-neodymium-magnets-processor-t1	Neodymium Magnets Processor	BUILDING	1	90	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Neodymium	20	Iron	15	Iron Brackets	8										
terrestrial-neodymium-magnets-processor-t2	Neodymium Magnets Processor	BUILDING	2	75	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Neodymium	25	Iron	18	Iron Brackets	12	Thermoplastic Panels	6								
terrestrial-neodymium-magnets-processor-t3	Neodymium Magnets Processor	BUILDING	3	60	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Neodymium	30	Iron	20	Iron Brackets	15	Thermoplastic Panels	10	Bio Fiber	4						
terrestrial-neodymium-magnets-processor-t4	Neodymium Magnets Processor	BUILDING	4	50	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Neodymium	35	Iron	25	Iron Brackets	18	Thermoplastic Panels	12	Bio Fiber	8	Aluminum	3				
terrestrial-neodymium-magnets-processor-t5	Neodymium Magnets Processor	BUILDING	5	40	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Neodymium	40	Iron	30	Iron Brackets	22	Thermoplastic Panels	15	Bio Fiber	12	Aluminum	6				
																								
terrestrial-gas-stabilizer-processor-t1	Gas Stabilizer Processor	BUILDING	1	90	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Argon	20	Iron Brackets	12	Thermoplastic Panels	8										
terrestrial-gas-stabilizer-processor-t2	Gas Stabilizer Processor	BUILDING	2	75	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Argon	25	Iron Brackets	15	Thermoplastic Panels	12	Bio Fiber	6								
terrestrial-gas-stabilizer-processor-t3	Gas Stabilizer Processor	BUILDING	3	60	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Argon	30	Iron Brackets	18	Thermoplastic Panels	15	Bio Fiber	10	Aluminum	4						
terrestrial-gas-stabilizer-processor-t4	Gas Stabilizer Processor	BUILDING	4	50	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Argon	35	Iron Brackets	22	Thermoplastic Panels	18	Bio Fiber	12	Aluminum	8	Carbon Fiber	3				
terrestrial-gas-stabilizer-processor-t5	Gas Stabilizer Processor	BUILDING	5	40	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Argon	40	Iron Brackets	25	Thermoplastic Panels	20	Bio Fiber	15	Aluminum	12	Carbon Fiber	6				
																								
terrestrial-sensor-elements-processor-t1	Sensor Elements Processor	BUILDING	1	90	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Silica	18	Iron Brackets	12	Thermoplastic Panels	8										
terrestrial-sensor-elements-processor-t2	Sensor Elements Processor	BUILDING	2	75	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Silica	22	Iron Brackets	15	Thermoplastic Panels	12	Bio Fiber	6								
terrestrial-sensor-elements-processor-t3	Sensor Elements Processor	BUILDING	3	60	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Silica	25	Iron Brackets	18	Thermoplastic Panels	15	Bio Fiber	10	Carbon Fiber	4						
terrestrial-sensor-elements-processor-t4	Sensor Elements Processor	BUILDING	4	50	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Silica	30	Iron Brackets	22	Thermoplastic Panels	18	Bio Fiber	12	Carbon Fiber	8	Aluminum	3				
terrestrial-sensor-elements-processor-t5	Sensor Elements Processor	BUILDING	5	40	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Silica	35	Iron Brackets	25	Thermoplastic Panels	20	Bio Fiber	15	Carbon Fiber	12	Aluminum	6				
																								
# T4 COMPONENT PROCESSORS																								
terrestrial-advanced-weapon-core-processor-t1	Advanced Weapon Core Processor	BUILDING	1	180	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Dysprosium	25	Aluminum Sheets	18	Carbon Fiber	15	Silica Glass	12								
terrestrial-advanced-weapon-core-processor-t2	Advanced Weapon Core Processor	BUILDING	2	150	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Dysprosium	30	Aluminum Sheets	22	Carbon Fiber	18	Silica Glass	15	Gold	8						
terrestrial-advanced-weapon-core-processor-t3	Advanced Weapon Core Processor	BUILDING	3	120	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Dysprosium	35	Aluminum Sheets	25	Carbon Fiber	20	Silica Glass	18	Gold	12	Ochre	6				
terrestrial-advanced-weapon-core-processor-t4	Advanced Weapon Core Processor	BUILDING	4	100	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Dysprosium	40	Aluminum Sheets	30	Carbon Fiber	25	Silica Glass	22	Gold	15	Ochre	10	Steel	4		
terrestrial-advanced-weapon-core-processor-t5	Advanced Weapon Core Processor	BUILDING	5	80	Terrestrial Planet	MUD;ONI;USTUR	Processing	1	Dysprosium	50	Aluminum Sheets	35	Carbon Fiber	30	Silica Glass	25	Gold	20	Ochre	15	Steel	8		
																								
terrestrial-kinetic-amplifier-processor-t1	Kinetic Amplifier Processor	BUILDING	1	180	Terrestrial Planet	USTUR	Processing	1	Ochre	25	Aluminum Sheets	18	Carbon Fiber	15	Silica Glass	12								
terrestrial-kinetic-amplifier-processor-t2	Kinetic Amplifier Processor	BUILDING	2	150	Terrestrial Planet	USTUR	Processing	1	Ochre	30	Aluminum Sheets	22	Carbon Fiber	18	Silica Glass	15	Dysprosium	8						
terrestrial-kinetic-amplifier-processor-t3	Kinetic Amplifier Processor	BUILDING	3	120	Terrestrial Planet	USTUR	Processing	1	Ochre	35	Aluminum Sheets	25	Carbon Fiber	20	Silica Glass	18	Dysprosium	12	Gold	6				
terrestrial-kinetic-amplifier-processor-t4	Kinetic Amplifier Processor	BUILDING	4	100	Terrestrial Planet	USTUR	Processing	1	Ochre	40	Aluminum Sheets	30	Carbon Fiber	25	Silica Glass	22	Dysprosium	15	Gold	10	Steel	4		
terrestrial-kinetic-amplifier-processor-t5	Kinetic Amplifier Processor	BUILDING	5	80	Terrestrial Planet	USTUR	Processing	1	Ochre	50	Aluminum Sheets	35	Carbon Fiber	30	Silica Glass	25	Dysprosium	20	Gold	15	Steel	8		
																								
# RAW RESOURCE EXTRACTORS																								
# T1 Resources: biomass, carbon, hydrogen, iron-ore, neodymium, nitrogen, silica, thermoplastic-resin																								
terrestrial-biomass-extractor-t1	Biomass Extractor	BUILDING	1	90	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	8	Bio Fiber	6												
terrestrial-biomass-extractor-t2	Biomass Extractor	BUILDING	2	75	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	10	Bio Fiber	8	Thermoplastic Panels	4										
terrestrial-biomass-extractor-t3	Biomass Extractor	BUILDING	3	60	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	12	Bio Fiber	10	Thermoplastic Panels	6	Aluminum	3								
terrestrial-biomass-extractor-t4	Biomass Extractor	BUILDING	4	50	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	15	Bio Fiber	12	Thermoplastic Panels	8	Aluminum	5	Carbon Fiber	2						
terrestrial-biomass-extractor-t5	Biomass Extractor	BUILDING	5	40	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	18	Bio Fiber	15	Thermoplastic Panels	10	Aluminum	8	Carbon Fiber	5	Silica Glass	2				
																								
terrestrial-carbon-extractor-t1	Carbon Extractor	BUILDING	1	90	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	10	Thermoplastic Panels	8	Carbon Fiber	6										
terrestrial-carbon-extractor-t2	Carbon Extractor	BUILDING	2	75	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	12	Thermoplastic Panels	10	Carbon Fiber	8	Bio Fiber	4								
terrestrial-carbon-extractor-t3	Carbon Extractor	BUILDING	3	60	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	15	Thermoplastic Panels	12	Carbon Fiber	10	Bio Fiber	6	Aluminum	3						
terrestrial-carbon-extractor-t4	Carbon Extractor	BUILDING	4	50	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	18	Thermoplastic Panels	15	Carbon Fiber	12	Bio Fiber	8	Aluminum	5	Silica Glass	2				
terrestrial-carbon-extractor-t5	Carbon Extractor	BUILDING	5	40	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	20	Thermoplastic Panels	18	Carbon Fiber	15	Bio Fiber	10	Aluminum	8	Silica Glass	5				
																								
terrestrial-hydrogen-extractor-t1	Hydrogen Extractor	BUILDING	1	90	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	10	Thermoplastic Panels	8	Bio Fiber	6										
terrestrial-hydrogen-extractor-t2	Hydrogen Extractor	BUILDING	2	75	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	12	Thermoplastic Panels	10	Bio Fiber	8	Carbon Fiber	4								
terrestrial-hydrogen-extractor-t3	Hydrogen Extractor	BUILDING	3	60	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	15	Thermoplastic Panels	12	Bio Fiber	10	Carbon Fiber	6	Aluminum	3						
terrestrial-hydrogen-extractor-t4	Hydrogen Extractor	BUILDING	4	50	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	18	Thermoplastic Panels	15	Bio Fiber	12	Carbon Fiber	8	Aluminum	5	Silica Glass	2				
terrestrial-hydrogen-extractor-t5	Hydrogen Extractor	BUILDING	5	40	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	20	Thermoplastic Panels	18	Bio Fiber	15	Carbon Fiber	10	Aluminum	8	Silica Glass	5				
																								
terrestrial-iron-ore-extractor-t1	Iron Ore Extractor	BUILDING	1	90	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Thermoplastic Panels	8	Bio Fiber	6												
terrestrial-iron-ore-extractor-t2	Iron Ore Extractor	BUILDING	2	75	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Thermoplastic Panels	10	Bio Fiber	8	Iron Brackets	4										
terrestrial-iron-ore-extractor-t3	Iron Ore Extractor	BUILDING	3	60	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Thermoplastic Panels	12	Bio Fiber	10	Iron Brackets	6	Carbon Fiber	3								
terrestrial-iron-ore-extractor-t4	Iron Ore Extractor	BUILDING	4	50	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Thermoplastic Panels	15	Bio Fiber	12	Iron Brackets	8	Carbon Fiber	5	Aluminum	2						
terrestrial-iron-ore-extractor-t5	Iron Ore Extractor	BUILDING	5	40	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Thermoplastic Panels	18	Bio Fiber	15	Iron Brackets	10	Carbon Fiber	8	Aluminum	5	Silica Glass	2				
																								
terrestrial-neodymium-extractor-t1	Neodymium Extractor	BUILDING	1	90	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	10	Thermoplastic Panels	8	Bio Fiber	6										
terrestrial-neodymium-extractor-t2	Neodymium Extractor	BUILDING	2	75	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	12	Thermoplastic Panels	10	Bio Fiber	8	Carbon Fiber	4								
terrestrial-neodymium-extractor-t3	Neodymium Extractor	BUILDING	3	60	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	15	Thermoplastic Panels	12	Bio Fiber	10	Carbon Fiber	6	Aluminum	3						
terrestrial-neodymium-extractor-t4	Neodymium Extractor	BUILDING	4	50	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	18	Thermoplastic Panels	15	Bio Fiber	12	Carbon Fiber	8	Aluminum	5	Silica Glass	2				
terrestrial-neodymium-extractor-t5	Neodymium Extractor	BUILDING	5	40	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	20	Thermoplastic Panels	18	Bio Fiber	15	Carbon Fiber	10	Aluminum	8	Silica Glass	5				
																								
terrestrial-nitrogen-extractor-t1	Nitrogen Extractor	BUILDING	1	90	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	10	Thermoplastic Panels	8												
terrestrial-nitrogen-extractor-t2	Nitrogen Extractor	BUILDING	2	75	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	12	Thermoplastic Panels	10	Bio Fiber	4										
terrestrial-nitrogen-extractor-t3	Nitrogen Extractor	BUILDING	3	60	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	15	Thermoplastic Panels	12	Bio Fiber	6	Carbon Fiber	3								
terrestrial-nitrogen-extractor-t4	Nitrogen Extractor	BUILDING	4	50	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	18	Thermoplastic Panels	15	Bio Fiber	8	Carbon Fiber	5	Aluminum	2						
terrestrial-nitrogen-extractor-t5	Nitrogen Extractor	BUILDING	5	40	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	20	Thermoplastic Panels	18	Bio Fiber	10	Carbon Fiber	8	Aluminum	5	Silica Glass	2				
																								
terrestrial-silica-extractor-t1	Silica Extractor	BUILDING	1	90	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	8	Thermoplastic Panels	6												
terrestrial-silica-extractor-t2	Silica Extractor	BUILDING	2	75	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	10	Thermoplastic Panels	8	Bio Fiber	4										
terrestrial-silica-extractor-t3	Silica Extractor	BUILDING	3	60	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	12	Thermoplastic Panels	10	Bio Fiber	6	Carbon Fiber	3								
terrestrial-silica-extractor-t4	Silica Extractor	BUILDING	4	50	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	15	Thermoplastic Panels	12	Bio Fiber	8	Carbon Fiber	5	Aluminum	2						
terrestrial-silica-extractor-t5	Silica Extractor	BUILDING	5	40	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	18	Thermoplastic Panels	15	Bio Fiber	10	Carbon Fiber	8	Aluminum	5	Silica Glass	2				
																								
terrestrial-thermoplastic-resin-extractor-t1	Thermoplastic Resin Extractor	BUILDING	1	90	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	8	Bio Fiber	6												
terrestrial-thermoplastic-resin-extractor-t2	Thermoplastic Resin Extractor	BUILDING	2	75	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	10	Bio Fiber	8	Thermoplastic Panels	4										
terrestrial-thermoplastic-resin-extractor-t3	Thermoplastic Resin Extractor	BUILDING	3	60	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	12	Bio Fiber	10	Thermoplastic Panels	6	Carbon Fiber	3								
terrestrial-thermoplastic-resin-extractor-t4	Thermoplastic Resin Extractor	BUILDING	4	50	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	15	Bio Fiber	12	Thermoplastic Panels	8	Carbon Fiber	5	Aluminum	2						
terrestrial-thermoplastic-resin-extractor-t5	Thermoplastic Resin Extractor	BUILDING	5	40	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	18	Bio Fiber	15	Thermoplastic Panels	10	Carbon Fiber	8	Aluminum	5	Silica Glass	2				
																								
# T2 Resources: aluminum-ore, amber-resin, argon, oxygen																								
terrestrial-aluminum-ore-extractor-t1	Aluminum Ore Extractor	BUILDING	1	120	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	15	Thermoplastic Panels	12	Aluminum Sheets	10										
terrestrial-aluminum-ore-extractor-t2	Aluminum Ore Extractor	BUILDING	2	100	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	18	Thermoplastic Panels	15	Aluminum Sheets	12	Bio Fiber	4								
terrestrial-aluminum-ore-extractor-t3	Aluminum Ore Extractor	BUILDING	3	80	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	20	Thermoplastic Panels	18	Aluminum Sheets	15	Bio Fiber	6	Carbon Fiber	3						
terrestrial-aluminum-ore-extractor-t4	Aluminum Ore Extractor	BUILDING	4	65	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	25	Thermoplastic Panels	20	Aluminum Sheets	18	Bio Fiber	8	Carbon Fiber	5	Silica Glass	2				
terrestrial-aluminum-ore-extractor-t5	Aluminum Ore Extractor	BUILDING	5	50	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	30	Thermoplastic Panels	25	Aluminum Sheets	22	Bio Fiber	12	Carbon Fiber	8	Silica Glass	5	Aluminum	2		
																								
terrestrial-amber-resin-extractor-t1	Amber Resin Extractor	BUILDING	1	120	Terrestrial Planet	USTUR	Extraction	0	Iron Brackets	12	Bio Fiber	10	Thermoplastic Panels	8										
terrestrial-amber-resin-extractor-t2	Amber Resin Extractor	BUILDING	2	100	Terrestrial Planet	USTUR	Extraction	0	Iron Brackets	15	Bio Fiber	12	Thermoplastic Panels	10	Carbon Fiber	4								
terrestrial-amber-resin-extractor-t3	Amber Resin Extractor	BUILDING	3	80	Terrestrial Planet	USTUR	Extraction	0	Iron Brackets	18	Bio Fiber	15	Thermoplastic Panels	12	Carbon Fiber	6	Aluminum	3						
terrestrial-amber-resin-extractor-t4	Amber Resin Extractor	BUILDING	4	65	Terrestrial Planet	USTUR	Extraction	0	Iron Brackets	20	Bio Fiber	18	Thermoplastic Panels	15	Carbon Fiber	8	Aluminum	5	Silica Glass	2				
terrestrial-amber-resin-extractor-t5	Amber Resin Extractor	BUILDING	5	50	Terrestrial Planet	USTUR	Extraction	0	Iron Brackets	25	Bio Fiber	20	Thermoplastic Panels	18	Carbon Fiber	12	Aluminum	8	Silica Glass	4	Aluminum Sheets	1		
																								
terrestrial-argon-extractor-t1	Argon Extractor	BUILDING	1	120	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	12	Thermoplastic Panels	10	Gas Stabilizer	8										
terrestrial-argon-extractor-t2	Argon Extractor	BUILDING	2	100	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	15	Thermoplastic Panels	12	Gas Stabilizer	10	Bio Fiber	4								
terrestrial-argon-extractor-t3	Argon Extractor	BUILDING	3	80	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	18	Thermoplastic Panels	15	Gas Stabilizer	12	Bio Fiber	6	Carbon Fiber	3						
terrestrial-argon-extractor-t4	Argon Extractor	BUILDING	4	65	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	20	Thermoplastic Panels	18	Gas Stabilizer	15	Bio Fiber	8	Carbon Fiber	5	Aluminum	2				
terrestrial-argon-extractor-t5	Argon Extractor	BUILDING	5	50	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	25	Thermoplastic Panels	20	Gas Stabilizer	18	Bio Fiber	12	Carbon Fiber	8	Aluminum	5	Aluminum Sheets	2		
																								
terrestrial-oxygen-extractor-t1	Oxygen Extractor	BUILDING	1	120	Terrestrial Planet	MUD;ONI;USTUR	Extraction	0	Iron Brackets	12	Thermoplastic Panels	10	Bio Fiber	8										
